,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
108,Leeds,Sheffield United,0.3333333333333333,0.0,H,0.0,0.0,D,L Smith,0.3793103448275862,0.17857142857142855,0.3333333333333333,0.0,0.33333333333333337,0.33333333333333337,0.4375,0.2,0.16666666666666666,0.2857142857142857,0.0,0.0
109,Cardiff,Plymouth,0.8333333333333333,0.0,H,0.6666666666666666,0.0,H,A Kitchen,0.793103448275862,0.21428571428571427,0.9166666666666666,0.2,0.611111111111111,0.33333333333333337,0.5625,0.06666666666666667,0.5,0.14285714285714285,0.0,0.5
110,Luton,Watford,0.5,0.0,H,0.3333333333333333,0.0,H,S Martin,0.3793103448275862,0.3214285714285714,0.41666666666666663,0.1,0.9999999999999999,0.888888888888889,0.6875,0.26666666666666666,0.5,0.2857142857142857,0.0,0.0
111,Oxford,West Brom,0.16666666666666666,0.16666666666666666,D,0.0,0.3333333333333333,A,L Doughty,0.3448275862068966,0.5,0.25,0.30000000000000004,0.6666666666666666,0.33333333333333337,0.3125,0.5333333333333333,0.5,0.14285714285714285,0.0,0.0
112,Preston,Coventry,0.16666666666666666,0.0,H,0.0,0.0,D,J Smith,0.5517241379310345,0.42857142857142855,0.25,0.1,0.4444444444444444,0.4444444444444444,0.5625,0.6,0.6666666666666666,0.0,0.0,0.0
113,Blackburn,Swansea,0.16666666666666666,0.0,H,0.3333333333333333,0.0,H,D Webb,0.20689655172413793,0.5,0.25,0.2,0.611111111111111,0.05555555555555558,0.1875,0.5333333333333333,0.16666666666666666,0.2857142857142857,0.0,0.0
114,Middlesbrough,Bristol City,0.0,0.3333333333333333,A,0.0,0.6666666666666666,A,S Allison,0.6206896551724138,0.3214285714285714,0.16666666666666666,0.30000000000000004,0.5,0.33333333333333337,0.4375,0.0,0.8333333333333333,0.42857142857142855,0.0,0.0
115,Millwall,Derby,0.16666666666666666,0.16666666666666666,D,0.0,0.0,D,S Attwell,0.48275862068965514,0.17857142857142855,0.5,0.1,0.4444444444444444,0.5555555555555555,0.5625,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
116,QPR,Portsmouth,0.16666666666666666,0.3333333333333333,A,0.3333333333333333,0.3333333333333333,D,J Linington,0.4482758620689655,0.39285714285714285,0.6666666666666666,0.30000000000000004,0.38888888888888884,0.38888888888888884,0.1875,0.3333333333333333,0.16666666666666666,0.42857142857142855,0.0,0.0
117,Sheffield Weds,Burnley,0.0,0.3333333333333333,A,0.0,0.3333333333333333,A,M Salisbury,0.3793103448275862,0.5,0.25,0.6000000000000001,0.33333333333333337,0.38888888888888884,0.625,0.2,0.16666666666666666,0.2857142857142857,0.0,0.0
118,Stoke,Norwich,0.16666666666666666,0.16666666666666666,D,0.3333333333333333,0.3333333333333333,D,A Backhouse,0.4137931034482758,0.42857142857142855,0.41666666666666663,0.4,0.16666666666666663,0.2777777777777778,0.5,0.4666666666666667,0.0,0.14285714285714285,0.0,0.0
119,Hull,Sunderland,0.0,0.16666666666666666,A,0.0,0.0,D,R Madley,0.20689655172413793,0.3571428571428571,0.0,0.2,0.4444444444444444,0.2222222222222222,0.25,0.26666666666666666,0.16666666666666666,0.14285714285714285,0.0,0.0
120,Cardiff,Portsmouth,0.3333333333333333,0.0,H,0.6666666666666666,0.0,H,O Langford,0.7586206896551724,0.2857142857142857,0.8333333333333333,0.2,0.2777777777777778,0.5,0.75,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.0,0.0
121,Leeds,Watford,0.3333333333333333,0.16666666666666666,H,0.6666666666666666,0.0,H,A Backhouse,0.7586206896551724,0.3214285714285714,0.5833333333333333,0.30000000000000004,0.16666666666666663,0.38888888888888884,0.625,0.26666666666666666,0.3333333333333333,0.14285714285714285,0.0,0.0
122,Oxford,Derby,0.16666666666666666,0.16666666666666666,D,0.3333333333333333,0.0,H,G Ward,0.31034482758620685,0.6071428571428571,0.25,0.4,0.2222222222222222,0.2222222222222222,0.0625,0.4,0.16666666666666666,0.7142857142857142,0.0,0.0
123,Preston,Norwich,0.3333333333333333,0.3333333333333333,D,0.6666666666666666,0.3333333333333333,H,W Finnie,0.20689655172413793,0.3214285714285714,0.16666666666666666,0.30000000000000004,0.4444444444444444,0.611111111111111,0.3125,0.13333333333333333,0.3333333333333333,0.42857142857142855,0.0,0.0
124,Sheffield Weds,Swansea,0.0,0.0,D,0.0,0.0,D,M Donohue,0.20689655172413793,0.3214285714285714,0.0,0.1,0.2222222222222222,0.05555555555555558,0.5625,0.4,0.0,0.5714285714285714,0.0,0.0
125,Stoke,Bristol City,0.3333333333333333,0.3333333333333333,D,0.6666666666666666,0.0,H,D Webb,0.27586206896551724,1.0,0.5,1.0,0.33333333333333337,0.05555555555555558,0.375,0.8666666666666667,0.5,0.14285714285714285,0.0,0.0
126,QPR,Coventry,0.16666666666666666,0.16666666666666666,D,0.0,0.3333333333333333,A,J Bell,0.48275862068965514,0.2857142857142857,0.41666666666666663,0.30000000000000004,0.16666666666666663,0.5,0.4375,0.2,0.3333333333333333,0.14285714285714285,0.0,0.0
127,Blackburn,West Brom,0.0,0.0,D,0.0,0.0,D,J Busby,0.20689655172413793,0.3214285714285714,0.16666666666666666,0.4,0.33333333333333337,0.16666666666666663,0.25,0.26666666666666666,0.3333333333333333,0.0,0.0,0.0
128,Hull,Burnley,0.16666666666666666,0.16666666666666666,D,0.3333333333333333,0.0,H,D Whitestone,0.31034482758620685,0.39285714285714285,0.16666666666666666,0.5,0.0,0.611111111111111,0.25,0.5333333333333333,0.0,0.14285714285714285,0.0,0.0
129,Luton,Sunderland,0.16666666666666666,0.3333333333333333,A,0.0,0.0,D,T Nield,0.5862068965517241,0.3214285714285714,0.3333333333333333,0.5,0.5555555555555555,0.4444444444444444,0.625,0.2,0.3333333333333333,0.5714285714285714,0.0,0.0
130,Millwall,Plymouth,0.16666666666666666,0.0,H,0.3333333333333333,0.0,H,S Allison,0.3793103448275862,0.3214285714285714,0.5,0.2,0.4444444444444444,0.38888888888888884,0.375,0.13333333333333333,0.8333333333333333,0.14285714285714285,0.0,0.0
131,Middlesbrough,Sheffield United,0.16666666666666666,0.0,H,0.0,0.0,D,A Davies,0.5517241379310345,0.3214285714285714,0.5,0.5,0.16666666666666663,0.0,0.5,0.4,0.0,0.14285714285714285,0.0,0.0
132,Portsmouth,Sheffield Weds,0.16666666666666666,0.3333333333333333,A,0.3333333333333333,0.0,H,T Robinson,0.2413793103448276,0.3214285714285714,0.16666666666666666,0.30000000000000004,0.33333333333333337,0.5555555555555555,0.4375,0.4666666666666667,0.16666666666666666,0.42857142857142855,0.0,0.0
133,Bristol City,Leeds,0.0,0.0,D,0.0,0.0,D,J Linington,0.06896551724137931,0.6071428571428571,0.0,0.5,0.38888888888888884,0.33333333333333337,0.4375,0.4,0.16666666666666666,0.42857142857142855,0.0,0.0
134,Coventry,Luton,0.5,0.3333333333333333,H,0.0,0.6666666666666666,A,R Madley,0.8275862068965517,0.3214285714285714,0.8333333333333333,0.5,0.2777777777777778,0.6666666666666666,0.6875,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.0,0.5
135,Watford,Blackburn,0.16666666666666666,0.0,H,0.0,0.0,D,D England,0.27586206896551724,0.42857142857142855,0.08333333333333333,0.2,0.2777777777777778,0.7222222222222222,0.375,0.2,0.8333333333333333,0.5714285714285714,0.0,0.0
136,Burnley,QPR,0.0,0.0,D,0.0,0.0,D,A Kitchen,0.689655172413793,0.07142857142857142,0.3333333333333333,0.0,0.16666666666666663,0.33333333333333337,1.0,0.06666666666666667,0.0,0.14285714285714285,0.0,0.0
137,Derby,Hull,0.16666666666666666,0.16666666666666666,D,0.0,0.0,D,T Nield,0.4137931034482758,0.39285714285714285,0.25,0.5,0.33333333333333337,0.38888888888888884,0.3125,0.2,0.16666666666666666,0.5714285714285714,0.0,0.0
138,Plymouth,Preston,0.5,0.5,D,0.0,0.6666666666666666,A,A Davies,0.3448275862068966,0.5714285714285714,0.5,0.8,0.4444444444444444,0.6666666666666666,0.125,0.06666666666666667,0.0,0.42857142857142855,0.0,0.0
139,Sheffield United,Stoke,0.3333333333333333,0.0,H,0.3333333333333333,0.0,H,B Toner,0.5862068965517241,0.25,0.5,0.30000000000000004,0.4444444444444444,0.5555555555555555,0.3125,0.2,0.6666666666666666,0.2857142857142857,0.0,0.0
140,Sunderland,Oxford,0.3333333333333333,0.0,H,0.3333333333333333,0.0,H,O Langford,0.3793103448275862,0.17857142857142855,0.5,0.2,0.2777777777777778,0.2222222222222222,0.5,0.13333333333333333,0.3333333333333333,0.2857142857142857,0.0,0.0
141,Swansea,Millwall,0.0,0.16666666666666666,A,0.0,0.0,D,J Busby,0.5172413793103448,0.21428571428571427,0.41666666666666663,0.2,0.5,0.5555555555555555,0.625,0.4,0.16666666666666666,0.5714285714285714,0.0,0.0
142,West Brom,Cardiff,0.0,0.0,D,0.0,0.0,D,J Smith,0.5862068965517241,0.17857142857142855,0.3333333333333333,0.0,0.2777777777777778,0.7777777777777778,0.75,0.06666666666666667,0.6666666666666666,0.42857142857142855,0.0,0.0
143,Norwich,Middlesbrough,0.5,0.5,D,0.3333333333333333,1.0,A,J Bell,0.2413793103448276,0.5,0.25,0.8,0.611111111111111,0.16666666666666663,0.1875,0.13333333333333333,0.3333333333333333,0.42857142857142855,1.0,0.0
144,Luton,West Brom,0.16666666666666666,0.16666666666666666,D,0.0,0.3333333333333333,A,D Whitestone,0.3793103448275862,0.3571428571428571,0.41666666666666663,0.30000000000000004,0.33333333333333337,0.5,0.375,0.2,0.16666666666666666,0.2857142857142857,0.0,0.0
145,Blackburn,Sheffield United,0.0,0.3333333333333333,A,0.0,0.3333333333333333,A,O Langford,0.2413793103448276,0.7142857142857142,0.0,0.9,0.38888888888888884,0.5555555555555555,0.3125,0.5333333333333333,0.16666666666666666,0.2857142857142857,0.0,0.0
146,Oxford,Swansea,0.16666666666666666,0.3333333333333333,A,0.0,0.3333333333333333,A,M Salisbury,0.2413793103448276,0.5714285714285714,0.16666666666666666,0.5,0.611111111111111,0.2222222222222222,0.0625,0.5333333333333333,0.16666666666666666,0.14285714285714285,0.0,0.0
147,Stoke,Derby,0.3333333333333333,0.16666666666666666,H,0.3333333333333333,0.0,H,J Smith,0.3793103448275862,0.3214285714285714,0.3333333333333333,0.30000000000000004,0.33333333333333337,0.5555555555555555,0.5625,0.26666666666666666,0.3333333333333333,0.42857142857142855,0.0,0.0
148,Cardiff,Norwich,0.3333333333333333,0.16666666666666666,H,0.0,0.0,D,L Smith,0.31034482758620685,0.5714285714285714,0.41666666666666663,0.6000000000000001,0.38888888888888884,0.611111111111111,0.25,0.26666666666666666,0.5,0.2857142857142857,0.0,0.0
149,Hull,Portsmouth,0.16666666666666666,0.16666666666666666,D,0.3333333333333333,0.0,H,A Backhouse,0.27586206896551724,0.3214285714285714,0.25,0.5,0.4444444444444444,0.16666666666666663,0.3125,0.2,0.16666666666666666,0.5714285714285714,0.0,0.0
150,Leeds,Plymouth,0.5,0.0,H,1.0,0.0,H,D Webb,0.7241379310344828,0.0,0.5833333333333333,0.0,0.38888888888888884,0.611111111111111,0.5625,0.0,0.0,0.0,0.0,0.0
151,Middlesbrough,Coventry,0.0,0.5,A,0.0,0.3333333333333333,A,T Bramall,0.2413793103448276,0.3571428571428571,0.08333333333333333,0.4,0.0,0.4444444444444444,0.375,0.5333333333333333,0.16666666666666666,0.42857142857142855,1.0,0.0
152,Preston,Bristol City,0.16666666666666666,0.5,A,0.0,0.3333333333333333,A,G Eltringham,0.4137931034482758,0.17857142857142855,0.16666666666666666,0.30000000000000004,0.38888888888888884,0.888888888888889,0.25,0.06666666666666667,0.6666666666666666,0.42857142857142855,0.0,0.0
153,QPR,Sunderland,0.0,0.0,D,0.0,0.0,D,B Toner,0.5172413793103448,0.2857142857142857,0.25,0.1,0.4444444444444444,0.33333333333333337,0.375,0.4,0.16666666666666666,0.2857142857142857,0.0,0.5
154,Sheffield Weds,Watford,0.3333333333333333,1.0,A,0.3333333333333333,0.3333333333333333,D,S Allison,0.4137931034482758,0.5714285714285714,0.5,0.8,0.5555555555555555,0.6666666666666666,0.375,0.13333333333333333,0.5,0.42857142857142855,0.0,0.0
155,Millwall,Burnley,0.16666666666666666,0.0,H,0.0,0.0,D,G Ward,0.3448275862068966,0.2857142857142857,0.25,0.0,0.7222222222222222,0.4444444444444444,0.125,0.2,0.3333333333333333,0.2857142857142857,0.0,0.0
156,Bristol City,Sheffield United,0.16666666666666666,0.3333333333333333,A,0.0,0.0,D,J Busby,0.3448275862068966,0.39285714285714285,0.16666666666666666,0.4,0.2222222222222222,0.4444444444444444,0.125,0.3333333333333333,0.0,0.2857142857142857,1.0,0.0
157,Oxford,Hull,0.16666666666666666,0.0,H,0.0,0.0,D,W Finnie,0.06896551724137931,0.42857142857142855,0.16666666666666666,0.2,0.2222222222222222,0.33333333333333337,0.125,0.4,0.3333333333333333,0.14285714285714285,0.0,0.0
158,QPR,Middlesbrough,0.16666666666666666,0.6666666666666666,A,0.0,0.6666666666666666,A,O Langford,0.17241379310344826,0.42857142857142855,0.41666666666666663,0.8,0.2222222222222222,0.38888888888888884,0.5,0.3333333333333333,0.0,0.2857142857142857,0.0,0.0
159,Sheffield Weds,Norwich,0.3333333333333333,0.0,H,0.6666666666666666,0.0,H,S Martin,0.3448275862068966,0.17857142857142855,0.41666666666666663,0.30000000000000004,0.1111111111111111,0.6666666666666666,0.125,0.3333333333333333,0.0,0.0,0.0,0.0
160,Plymouth,Portsmouth,0.16666666666666666,0.0,H,0.0,0.0,D,J Bell,0.27586206896551724,0.5,0.3333333333333333,0.4,0.2222222222222222,0.9444444444444443,0.3125,0.4,0.6666666666666666,0.2857142857142857,0.0,0.0
161,Swansea,Watford,0.16666666666666666,0.0,H,0.3333333333333333,0.0,H,J Smith,0.3448275862068966,0.25,0.25,0.0,0.2777777777777778,0.33333333333333337,0.375,0.5333333333333333,0.5,0.2857142857142857,0.0,0.0
162,Blackburn,Stoke,0.0,0.3333333333333333,A,0.0,0.0,D,A Davies,0.793103448275862,0.5357142857142857,0.6666666666666666,0.7000000000000001,0.2222222222222222,0.2222222222222222,0.5625,0.26666666666666666,0.16666666666666666,0.2857142857142857,0.0,0.0
163,Coventry,Derby,0.16666666666666666,0.3333333333333333,A,0.0,0.3333333333333333,A,J Linington,0.31034482758620685,0.10714285714285714,0.25,0.1,0.05555555555555558,0.38888888888888884,0.5625,0.4,0.0,0.2857142857142857,0.0,0.0
164,Millwall,Leeds,0.16666666666666666,0.0,H,0.3333333333333333,0.0,H,L Doughty,0.13793103448275862,0.5,0.25,0.4,0.38888888888888884,0.5555555555555555,0.125,0.8,0.3333333333333333,0.14285714285714285,0.0,0.0
165,Luton,Cardiff,0.16666666666666666,0.0,H,0.0,0.0,D,M Donohue,0.20689655172413793,0.3571428571428571,0.25,0.30000000000000004,0.4444444444444444,0.5,0.375,0.4,0.3333333333333333,0.14285714285714285,0.0,0.0
166,Preston,Sunderland,0.0,0.0,D,0.0,0.0,D,L Smith,0.4137931034482758,0.3571428571428571,0.16666666666666666,0.2,0.888888888888889,0.38888888888888884,0.25,0.26666666666666666,0.3333333333333333,0.14285714285714285,0.0,0.0
167,West Brom,Burnley,0.0,0.0,D,0.0,0.0,D,T Nield,0.31034482758620685,0.42857142857142855,0.08333333333333333,0.4,0.1111111111111111,0.888888888888889,0.125,0.5333333333333333,0.5,0.42857142857142855,0.0,0.0
168,Watford,Oxford,0.16666666666666666,0.0,H,0.0,0.0,D,A Backhouse,0.48275862068965514,0.3571428571428571,0.6666666666666666,0.30000000000000004,0.4444444444444444,0.2222222222222222,0.6875,0.26666666666666666,0.8333333333333333,0.2857142857142857,0.0,0.0
169,Cardiff,Blackburn,0.16666666666666666,0.5,A,0.0,0.3333333333333333,A,G Ward,0.6206896551724138,0.3571428571428571,0.6666666666666666,0.7000000000000001,0.38888888888888884,0.1111111111111111,0.75,0.06666666666666667,0.0,0.42857142857142855,0.0,0.0
170,Middlesbrough,Luton,0.8333333333333333,0.16666666666666666,H,0.6666666666666666,0.0,H,T Harrington,0.31034482758620685,0.17857142857142855,0.5,0.30000000000000004,0.1111111111111111,0.611111111111111,0.0625,0.06666666666666667,0.16666666666666666,0.5714285714285714,0.0,0.0
171,Stoke,Millwall,0.16666666666666666,0.16666666666666666,D,0.0,0.3333333333333333,A,J Bell,0.20689655172413793,0.25,0.25,0.1,0.5,0.2222222222222222,0.5625,0.13333333333333333,0.3333333333333333,0.2857142857142857,0.0,0.0
172,Derby,Plymouth,0.16666666666666666,0.16666666666666666,D,0.3333333333333333,0.3333333333333333,D,S Hooper,0.6206896551724138,0.17857142857142855,0.3333333333333333,0.2,0.16666666666666663,0.38888888888888884,0.5,0.2,0.16666666666666666,0.5714285714285714,0.0,0.0
173,Leeds,QPR,0.3333333333333333,0.0,H,0.3333333333333333,0.0,H,M Donohue,0.6551724137931034,0.17857142857142855,0.5,0.0,0.4444444444444444,0.5,0.4375,0.06666666666666667,0.16666666666666666,0.2857142857142857,0.0,0.0
174,Norwich,Bristol City,0.0,0.3333333333333333,A,0.0,0.3333333333333333,A,F Hallam,0.2413793103448276,0.3214285714285714,0.25,0.2,0.6666666666666666,0.2222222222222222,0.1875,0.2,0.3333333333333333,0.0,0.0,0.0
175,Portsmouth,Preston,0.5,0.16666666666666666,H,0.6666666666666666,0.0,H,J Busby,0.5517241379310345,0.21428571428571427,0.5,0.1,0.4444444444444444,0.5,0.6875,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0
176,Sunderland,Coventry,0.3333333333333333,0.3333333333333333,D,0.6666666666666666,0.0,H,L Doughty,0.2413793103448276,0.2857142857142857,0.41666666666666663,0.30000000000000004,0.33333333333333337,0.6666666666666666,0.125,0.4666666666666667,0.5,0.5714285714285714,0.0,0.0
177,Sheffield United,Sheffield Weds,0.16666666666666666,0.0,H,0.0,0.0,D,L Smith,0.20689655172413793,0.3571428571428571,0.08333333333333333,0.0,0.611111111111111,0.9999999999999999,0.3125,0.4,0.16666666666666666,0.42857142857142855,0.0,0.0
178,Hull,West Brom,0.16666666666666666,0.3333333333333333,A,0.3333333333333333,0.6666666666666666,A,A Kitchen,0.3793103448275862,0.17857142857142855,0.25,0.30000000000000004,0.6666666666666666,0.33333333333333337,0.25,0.2,0.16666666666666666,0.2857142857142857,0.0,0.0
179,Burnley,Swansea,0.16666666666666666,0.0,H,0.0,0.0,D,D Webb,0.0,0.3214285714285714,0.5833333333333333,0.4,0.5,0.4444444444444444,0.3125,0.06666666666666667,0.16666666666666666,0.42857142857142855,0.0,0.0
